"year","month","landNorth","oceanNorth","landAverage","oceanAverage"
1880,1,2.7379,15.6821,2.8,15.8
1880,2,2.5692,15.6572,3.2,15.9
1880,3,4.1916,15.6869,5,15.9
1880,4,7.8208,15.9462,8.1,16
1880,5,10.8812,16.2386,11.1,16.3
1880,6,13.0983,16.331,13.3,16.4
1880,7,13.9866,16.3466,14.3,16.4
1880,8,13.4959,16.3566,13.8,16.4
1880,9,11.6696,16.1336,12,16.2
1880,10,8.6797,15.8106,9.3,15.9
1880,11,4.8556,15.7093,5.9,15.8
1880,12,3.1192,15.6955,3.7,15.7
1881,1,2.3887,15.8659,2.8,15.8
1881,2,2.7265,15.9697,3.2,15.9
1881,3,4.7605,15.9613,5,15.9
1881,4,8.1213,16.0306,8.1,16
1881,5,11.1312,16.3358,11.1,16.3
1881,6,12.8093,16.4181,13.3,16.4
1881,7,14.0772,16.485,14.3,16.4
1881,8,13.9179,16.3355,13.8,16.4
1881,9,11.4841,16.0517,12,16.2
1881,10,8.4359,15.658,9.3,15.9
1881,11,4.8368,15.5063,5.9,15.8
1881,12,3.3387,15.6059,3.7,15.7
1882,1,2.8975,15.813,2.8,15.8
1882,2,3.0975,15.815,3.2,15.9
1882,3,5.0426,15.8995,5,15.9
1882,4,7.3254,15.9136,8.1,16
1882,5,10.6159,16.2896,11.1,16.3
1882,6,12.8663,16.2664,13.3,16.4
1882,7,13.8466,16.2659,14.3,16.4
1882,8,13.8728,16.2854,13.8,16.4
1882,9,11.9253,16.2476,12,16.2
1882,10,8.3308,15.9209,9.3,15.9
1882,11,5.4499,15.8278,5.9,15.8
1882,12,2.9727,15.6017,3.7,15.7
1883,1,1.2625,15.7187,2.8,15.8
1883,2,1.5507,15.8309,3.2,15.9
1883,3,4.4966,15.8096,5,15.9
1883,4,7.4709,15.9124,8.1,16
1883,5,10.6719,16.2077,11.1,16.3
1883,6,13.2078,16.4264,13.3,16.4
1883,7,13.9935,16.4385,14.3,16.4
1883,8,13.5705,16.4155,13.8,16.4
1883,9,11.6577,16.1027,12,16.2
1883,10,8.7569,15.7911,9.3,15.9
1883,11,5.1488,15.6446,5.9,15.8
1883,12,3.5888,15.6341,3.7,15.7
1884,1,2.4882,15.6891,2.8,15.8
1884,2,2.3771,15.843,3.2,15.9
1884,3,3.913,15.8446,5,15.9
1884,4,7.2893,15.8076,8.1,16
1884,5,10.6255,16.2699,11.1,16.3
1884,6,12.8943,16.2947,13.3,16.4
1884,7,13.7186,16.2877,14.3,16.4
1884,8,12.9643,16.2459,13.8,16.4
1884,9,11.3085,15.9735,12,16.2
1884,10,8.8383,15.7462,9.3,15.9
1884,11,5.0292,15.4982,5.9,15.8
1884,12,3.4241,15.4597,3.7,15.7
1885,1,1.0928,15.6168,2.8,15.8
1885,2,2.3027,15.7105,3.2,15.9
1885,3,4.8728,15.7805,5,15.9
1885,4,7.6002,15.8262,8.1,16
1885,5,10.4365,16.1972,11.1,16.3
1885,6,12.7562,16.1711,13.3,16.4
1885,7,13.8734,16.281,14.3,16.4
1885,8,13.0391,16.3197,13.8,16.4
1885,9,11.6535,16.1314,12,16.2
1885,10,8.9009,15.877,9.3,15.9
1885,11,5.7128,15.7904,5.9,15.8
1885,12,4.0543,15.6834,3.7,15.7
1886,1,2.2572,15.7031,2.8,15.8
1886,2,2.003,15.7852,3.2,15.9
1886,3,4.1042,15.8229,5,15.9
1886,4,7.7796,15.9687,8.1,16
1886,5,10.7456,16.3391,11.1,16.3
1886,6,12.8087,16.3874,13.3,16.4
1886,7,14.1562,16.3806,14.3,16.4
1886,8,13.5105,16.2309,13.8,16.4
1886,9,11.6602,16.0819,12,16.2
1886,10,8.7495,15.7614,9.3,15.9
1886,11,5.1816,15.5708,5.9,15.8
1886,12,3.9376,15.4854,3.7,15.7
1887,1,1.4103,15.5332,2.8,15.8
1887,2,2.2824,15.639,3.2,15.9
1887,3,4.773,15.7243,5,15.9
1887,4,7.9096,15.8421,8.1,16
1887,5,11.2048,16.1657,11.1,16.3
1887,6,13.076,16.321,13.3,16.4
1887,7,14.0805,16.3024,14.3,16.4
1887,8,13.1664,16.2743,13.8,16.4
1887,9,12.0369,15.9981,12,16.2
1887,10,8.6875,15.7575,9.3,15.9
1887,11,5.8926,15.6938,5.9,15.8
1887,12,3.5259,15.5697,3.7,15.7
1888,1,1.5986,15.6034,2.8,15.8
1888,2,2.2698,15.7704,3.2,15.9
1888,3,4.3541,15.8923,5,15.9
1888,4,7.8912,16.0196,8.1,16
1888,5,10.6674,16.3344,11.1,16.3
1888,6,13.036,16.5587,13.3,16.4
1888,7,14.1712,16.437,14.3,16.4
1888,8,13.2569,16.3841,13.8,16.4
1888,9,11.7689,16.1848,12,16.2
1888,10,9.145,15.9852,9.3,15.9
1888,11,5.2639,15.9542,5.9,15.8
1888,12,3.4505,15.9025,3.7,15.7
1889,1,1.9434,15.9438,2.8,15.8
1889,2,3.0849,15.9855,3.2,15.9
1889,3,5.2258,16.0446,5,15.9
1889,4,8.4936,16.0777,8.1,16
1889,5,10.9008,16.4492,11.1,16.3
1889,6,13.1865,16.4924,13.3,16.4
1889,7,14.0372,16.385,14.3,16.4
1889,8,13.6743,16.3117,13.8,16.4
1889,9,11.5679,16.077,12,16.2
1889,10,8.6602,15.7993,9.3,15.9
1889,11,4.7389,15.7218,5.9,15.8
1889,12,3.2574,15.5685,3.7,15.7
1890,1,1.9202,15.6336,2.8,15.8
1890,2,2.2219,15.6846,3.2,15.9
1890,3,4.4013,15.7471,5,15.9
1890,4,7.8788,15.8045,8.1,16
1890,5,10.334,16.0781,11.1,16.3
1890,6,12.91,16.144,13.3,16.4
1890,7,14.241,16.0222,14.3,16.4
1890,8,13.4629,15.9688,13.8,16.4
1890,9,11.6114,15.8557,12,16.2
1890,10,9.0426,15.6926,9.3,15.9
1890,11,5.1638,15.5884,5.9,15.8
1890,12,3.2981,15.4579,3.7,15.7
1891,1,1.9515,15.5523,2.8,15.8
1891,2,1.7097,15.5848,3.2,15.9
1891,3,4.5998,15.7716,5,15.9
1891,4,7.5975,15.9405,8.1,16
1891,5,10.7062,16.2749,11.1,16.3
1891,6,12.8138,16.3557,13.3,16.4
1891,7,14.0152,16.3448,14.3,16.4
1891,8,13.5473,16.3139,13.8,16.4
1891,9,11.9934,16.1831,12,16.2
1891,10,8.6846,15.7893,9.3,15.9
1891,11,4.8737,15.6032,5.9,15.8
1891,12,3.9914,15.6096,3.7,15.7
1892,1,2.0559,15.6614,2.8,15.8
1892,2,2.8109,15.8474,3.2,15.9
1892,3,4.0467,15.7947,5,15.9
1892,4,7.4734,15.7613,8.1,16
1892,5,10.6649,15.9938,11.1,16.3
1892,6,13.0782,16.0463,13.3,16.4
1892,7,13.9641,16.0401,14.3,16.4
1892,8,13.4733,16.1001,13.8,16.4
1892,9,12.0235,15.9684,12,16.2
1892,10,9.2304,15.5111,9.3,15.9
1892,11,4.6643,15.3804,5.9,15.8
1892,12,2.6655,15.3259,3.7,15.7
1893,1,0.2934,15.417,2.8,15.8
1893,2,1.2808,15.5674,3.2,15.9
1893,3,4.8243,15.5502,5,15.9
1893,4,7.7066,15.6762,8.1,16
1893,5,10.4503,15.9298,11.1,16.3
1893,6,13.1586,16.1681,13.3,16.4
1893,7,14.1358,16.1644,14.3,16.4
1893,8,13.3772,16.0867,13.8,16.4
1893,9,11.8806,15.8482,12,16.2
1893,10,9.1029,15.6486,9.3,15.9
1893,11,5.9023,15.5418,5.9,15.8
1893,12,3.42,15.3197,3.7,15.7
1894,1,1.7734,15.3933,2.8,15.8
1894,2,3.3349,15.4529,3.2,15.9
1894,3,5.104,15.5311,5,15.9
1894,4,7.5597,15.7122,8.1,16
1894,5,11.0032,15.8092,11.1,16.3
1894,6,12.9363,16.0712,13.3,16.4
1894,7,14.0888,16.1748,14.3,16.4
1894,8,13.5927,16.1455,13.8,16.4
1894,9,11.7778,15.9872,12,16.2
1894,10,8.9929,15.6614,9.3,15.9
1894,11,5.2277,15.4157,5.9,15.8
1894,12,3.3877,15.3959,3.7,15.7
1895,1,1.3868,15.5946,2.8,15.8
1895,2,1.9075,15.616,3.2,15.9
1895,3,4.6556,15.6201,5,15.9
1895,4,8.1708,15.781,8.1,16
1895,5,10.9414,16.0809,11.1,16.3
1895,6,12.8352,16.156,13.3,16.4
1895,7,14.1168,16.2345,14.3,16.4
1895,8,13.3518,16.2095,13.8,16.4
1895,9,11.9257,16.1484,12,16.2
1895,10,8.9571,15.8779,9.3,15.9
1895,11,5.626,15.7501,5.9,15.8
1895,12,3.4861,15.5984,3.7,15.7
1896,1,2.6661,15.6202,2.8,15.8
1896,2,3.1482,15.7893,3.2,15.9
1896,3,4.3433,15.8139,5,15.9
1896,4,7.2239,15.8816,8.1,16
1896,5,11.0839,16.2632,11.1,16.3
1896,6,13.3624,16.3995,13.3,16.4
1896,7,14.2004,16.425,14.3,16.4
1896,8,13.7089,16.4361,13.8,16.4
1896,9,11.8236,16.3253,12,16.2
1896,10,9.3031,15.9488,9.3,15.9
1896,11,4.8895,15.8875,5.9,15.8
1896,12,3.551,15.8726,3.7,15.7
1897,1,2.0793,15.8452,2.8,15.8
1897,2,2.5806,15.9413,3.2,15.9
1897,3,3.8688,16.0712,5,15.9
1897,4,7.9637,16.0451,8.1,16
1897,5,11.1815,16.2555,11.1,16.3
1897,6,13.0113,16.3141,13.3,16.4
1897,7,14.4151,16.4164,14.3,16.4
1897,8,13.7141,16.304,13.8,16.4
1897,9,12.371,16.1247,12,16.2
1897,10,9.0632,15.7965,9.3,15.9
1897,11,5.3468,15.6406,5.9,15.8
1897,12,2.9393,15.5236,3.7,15.7
1898,1,3.2172,15.6678,2.8,15.8
1898,2,2.6126,15.7472,3.2,15.9
1898,3,3.0552,15.7427,5,15.9
1898,4,7.7236,15.8061,8.1,16
1898,5,10.8073,16.1359,11.1,16.3
1898,6,13.2394,16.304,13.3,16.4
1898,7,14.1349,16.2718,14.3,16.4
1898,8,13.7355,16.2115,13.8,16.4
1898,9,11.8562,16.0714,12,16.2
1898,10,8.6671,15.7064,9.3,15.9
1898,11,5.5593,15.5902,5.9,15.8
1898,12,4.0906,15.5285,3.7,15.7
1899,1,3.0751,15.644,2.8,15.8
1899,2,2.5445,15.6464,3.2,15.9
1899,3,4.3595,15.7256,5,15.9
1899,4,8.134,15.8443,8.1,16
1899,5,11.0857,16.1551,11.1,16.3
1899,6,12.8759,16.1901,13.3,16.4
1899,7,14.098,16.2569,14.3,16.4
1899,8,13.6992,16.3461,13.8,16.4
1899,9,12.2261,16.122,12,16.2
1899,10,9.6335,15.8236,9.3,15.9
1899,11,7,15.8254,5.9,15.8
1899,12,2.9033,15.656,3.7,15.7
1900,1,1.7788,15.8898,2.8,15.8
1900,2,2.3911,15.9827,3.2,15.9
1900,3,5.1622,15.9565,5,15.9
1900,4,7.9005,16.0226,8.1,16
1900,5,11.297,16.2222,11.1,16.3
1900,6,13.3213,16.3838,13.3,16.4
1900,7,14.1511,16.3552,14.3,16.4
1900,8,13.7747,16.3853,13.8,16.4
1900,9,11.9205,16.1672,12,16.2
1900,10,9.5894,15.9515,9.3,15.9
1900,11,5.4675,15.7655,5.9,15.8
1900,12,4.1038,15.7011,3.7,15.7
1901,1,2.3153,15.7294,2.8,15.8
1901,2,3.1277,15.8983,3.2,15.9
1901,3,5.5986,15.858,5,15.9
1901,4,8.4271,15.9761,8.1,16
1901,5,11.054,16.2075,11.1,16.3
1901,6,13.274,16.3759,13.3,16.4
1901,7,14.4849,16.3791,14.3,16.4
1901,8,13.9346,16.2713,13.8,16.4
1901,9,11.7828,15.99,12,16.2
1901,10,8.9663,15.654,9.3,15.9
1901,11,5.9916,15.5426,5.9,15.8
1901,12,3.3282,15.4596,3.7,15.7
1902,1,3.2716,15.6115,2.8,15.8
1902,2,3.8093,15.6937,3.2,15.9
1902,3,4.864,15.7146,5,15.9
1902,4,7.387,15.8296,8.1,16
1902,5,10.7041,16.0364,11.1,16.3
1902,6,12.8448,16.0668,13.3,16.4
1902,7,13.8773,16.0928,14.3,16.4
1902,8,13.595,16.1556,13.8,16.4
1902,9,11.7329,16.0612,12,16.2
1902,10,8.8202,15.7902,9.3,15.9
1902,11,4.9875,15.7105,5.9,15.8
1902,12,2.7608,15.5739,3.7,15.7
1903,1,2.6992,15.7023,2.8,15.8
1903,2,3.7765,15.8556,3.2,15.9
1903,3,4.5899,15.8032,5,15.9
1903,4,7.6194,15.7852,8.1,16
1903,5,10.5498,15.9807,11.1,16.3
1903,6,12.7448,15.9902,13.3,16.4
1903,7,13.9651,16.0132,14.3,16.4
1903,8,13.4246,15.9582,13.8,16.4
1903,9,11.6422,15.7834,12,16.2
1903,10,8.6503,15.4454,9.3,15.9
1903,11,5.4308,15.3501,5.9,15.8
1903,12,3.1737,15.2809,3.7,15.7
1904,1,2.0395,15.3047,2.8,15.8
1904,2,2.8309,15.4331,3.2,15.9
1904,3,4.4022,15.4355,5,15.9
1904,4,7.4424,15.6024,8.1,16
1904,5,10.7891,15.8549,11.1,16.3
1904,6,12.8854,15.9173,13.3,16.4
1904,7,13.7421,15.9534,14.3,16.4
1904,8,13.4464,15.9671,13.8,16.4
1904,9,11.4155,15.7547,12,16.2
1904,10,8.8986,15.5582,9.3,15.9
1904,11,6.3983,15.4075,5.9,15.8
1904,12,3.7235,15.4232,3.7,15.7
1905,1,2.5355,15.4704,2.8,15.8
1905,2,1.6732,15.5729,3.2,15.9
1905,3,4.1554,15.5907,5,15.9
1905,4,7.061,15.7239,8.1,16
1905,5,10.7549,16.0759,11.1,16.3
1905,6,13.0286,16.2138,13.3,16.4
1905,7,14.2067,16.2513,14.3,16.4
1905,8,13.7586,16.2055,13.8,16.4
1905,9,12.0553,16,12,16.2
1905,10,9.0588,15.6818,9.3,15.9
1905,11,6.279,15.595,5.9,15.8
1905,12,3.6748,15.5214,3.7,15.7
1906,1,2.3412,15.6781,2.8,15.8
1906,2,2.2576,15.788,3.2,15.9
1906,3,4.8665,15.7449,5,15.9
1906,4,8.4599,15.8181,8.1,16
1906,5,11.1074,16.0339,11.1,16.3
1906,6,13.3985,16.1664,13.3,16.4
1906,7,14.1158,16.0841,14.3,16.4
1906,8,13.7959,16.1472,13.8,16.4
1906,9,11.7978,15.9271,12,16.2
1906,10,9.11,15.5911,9.3,15.9
1906,11,5.3047,15.4952,5.9,15.8
1906,12,4.2407,15.4457,3.7,15.7
1907,1,2.2735,15.5458,2.8,15.8
1907,2,2.4208,15.5951,3.2,15.9
1907,3,4.6006,15.6122,5,15.9
1907,4,7.3171,15.7343,8.1,16
1907,5,10.0663,15.9577,11.1,16.3
1907,6,12.6396,16.0939,13.3,16.4
1907,7,13.8057,16.052,14.3,16.4
1907,8,13.5367,16.0494,13.8,16.4
1907,9,11.7393,15.7962,12,16.2
1907,10,9.0672,15.5802,9.3,15.9
1907,11,4.8612,15.3774,5.9,15.8
1907,12,3.2343,15.2952,3.7,15.7
1908,1,2.6245,15.3918,2.8,15.8
1908,2,2.9443,15.4429,3.2,15.9
1908,3,3.844,15.3928,5,15.9
1908,4,7.4707,15.54,8.1,16
1908,5,10.9487,15.8826,11.1,16.3
1908,6,13.1177,16.0011,13.3,16.4
1908,7,14.0772,15.9799,14.3,16.4
1908,8,13.4653,15.9316,13.8,16.4
1908,9,11.9117,15.8231,12,16.2
1908,10,8.6727,15.4912,9.3,15.9
1908,11,5.2549,15.3928,5.9,15.8
1908,12,3.3626,15.3132,3.7,15.7
1909,1,1.8641,15.39,2.8,15.8
1909,2,2.7404,15.4472,3.2,15.9
1909,3,4.2011,15.4334,5,15.9
1909,4,7.2766,15.5565,8.1,16
1909,5,10.7104,15.9391,11.1,16.3
1909,6,13.0362,15.909,13.3,16.4
1909,7,14.1354,15.9708,14.3,16.4
1909,8,13.8087,15.9924,13.8,16.4
1909,9,11.9147,15.7516,12,16.2
1909,10,9.166,15.4173,9.3,15.9
1909,11,6.4875,15.2817,5.9,15.8
1909,12,3.5977,15.1233,3.7,15.7
1910,1,2.8609,15.3804,2.8,15.8
1910,2,2.9361,15.5003,3.2,15.9
1910,3,4.8366,15.4111,5,15.9
1910,4,7.9967,15.5014,8.1,16
1910,5,10.9742,15.7525,11.1,16.3
1910,6,13.0088,15.8698,13.3,16.4
1910,7,14.3378,15.8654,14.3,16.4
1910,8,13.6029,15.9183,13.8,16.4
1910,9,11.734,15.7869,12,16.2
1910,10,8.9925,15.497,9.3,15.9
1910,11,5.3659,15.3688,5.9,15.8
1910,12,2.8946,15.2744,3.7,15.7
1911,1,2.0784,15.3951,2.8,15.8
1911,2,2.692,15.4376,3.2,15.9
1911,3,4.2727,15.4349,5,15.9
1911,4,7.7809,15.4813,8.1,16
1911,5,10.9371,15.8109,11.1,16.3
1911,6,13.2683,16.0076,13.3,16.4
1911,7,14.1009,15.9228,14.3,16.4
1911,8,13.5818,16.026,13.8,16.4
1911,9,11.8743,15.9228,12,16.2
1911,10,9.0567,15.6256,9.3,15.9
1911,11,5.7097,15.5543,5.9,15.8
1911,12,3.3059,15.4814,3.7,15.7
1912,1,2.3173,15.5023,2.8,15.8
1912,2,3.3998,15.6273,3.2,15.9
1912,3,3.9307,15.6869,5,15.9
1912,4,7.8282,15.8029,8.1,16
1912,5,10.8768,16.1238,11.1,16.3
1912,6,13.1806,16.1555,13.3,16.4
1912,7,13.8588,16.0787,14.3,16.4
1912,8,12.9987,15.9211,13.8,16.4
1912,9,11.1664,15.6432,12,16.2
1912,10,8.1519,15.4031,9.3,15.9
1912,11,5.3055,15.2825,5.9,15.8
1912,12,3.1009,15.2263,3.7,15.7
1913,1,2.204,15.3092,2.8,15.8
1913,2,2.3467,15.4923,3.2,15.9
1913,3,4.409,15.4949,5,15.9
1913,4,7.6908,15.5781,8.1,16
1913,5,10.6251,15.8419,11.1,16.3
1913,6,12.8833,15.9014,13.3,16.4
1913,7,13.8496,15.8614,14.3,16.4
1913,8,13.6171,15.836,13.8,16.4
1913,9,11.7082,15.6836,12,16.2
1913,10,8.878,15.49,9.3,15.9
1913,11,6.2607,15.4642,5.9,15.8
1913,12,4.3597,15.4107,3.7,15.7
1914,1,3.9919,15.5537,2.8,15.8
1914,2,3.4267,15.6209,3.2,15.9
1914,3,5.0097,15.6417,5,15.9
1914,4,7.7932,15.6855,8.1,16
1914,5,11.1873,16.0232,11.1,16.3
1914,6,13.2281,16.0651,13.3,16.4
1914,7,14.1447,16.0226,14.3,16.4
1914,8,13.631,16.1182,13.8,16.4
1914,9,11.8909,15.9315,12,16.2
1914,10,9.2135,15.73,9.3,15.9
1914,11,5.5529,15.6453,5.9,15.8
1914,12,3.3621,15.5798,3.7,15.7
1915,1,2.5493,15.6774,2.8,15.8
1915,2,3.3201,15.7529,3.2,15.9
1915,3,4.828,15.746,5,15.9
1915,4,8.4058,15.8038,8.1,16
1915,5,11.2045,16.1156,11.1,16.3
1915,6,13.3096,16.2893,13.3,16.4
1915,7,14.2309,16.3663,14.3,16.4
1915,8,13.7128,16.3738,13.8,16.4
1915,9,11.8555,16.1294,12,16.2
1915,10,8.8152,15.8217,9.3,15.9
1915,11,6.2114,15.7158,5.9,15.8
1915,12,4.2107,15.5052,3.7,15.7
1916,1,2.7922,15.6045,2.8,15.8
1916,2,2.9955,15.712,3.2,15.9
1916,3,4.415,15.6365,5,15.9
1916,4,7.9445,15.7813,8.1,16
1916,5,10.8745,15.9822,11.1,16.3
1916,6,12.8906,16.0568,13.3,16.4
1916,7,14.3002,16.0805,14.3,16.4
1916,8,13.6789,15.9929,13.8,16.4
1916,9,11.6965,15.8478,12,16.2
1916,10,9.0853,15.6179,9.3,15.9
1916,11,5.6415,15.4334,5.9,15.8
1916,12,2.4154,15.3491,3.7,15.7
1917,1,2.2899,15.3925,2.8,15.8
1917,2,2.5259,15.5831,3.2,15.9
1917,3,4.2336,15.5396,5,15.9
1917,4,7.7621,15.6765,8.1,16
1917,5,10.5164,15.8566,11.1,16.3
1917,6,12.9324,16.0353,13.3,16.4
1917,7,14.1883,16.1037,14.3,16.4
1917,8,13.6571,16.1204,13.8,16.4
1917,9,12.0424,15.9214,12,16.2
1917,10,8.6898,15.5761,9.3,15.9
1917,11,6.337,15.4578,5.9,15.8
1917,12,2.2136,15.421,3.7,15.7
1918,1,2.6436,15.5464,2.8,15.8
1918,2,2.9164,15.6348,3.2,15.9
1918,3,4.9392,15.6521,5,15.9
1918,4,7.5178,15.7638,8.1,16
1918,5,10.5298,16.0796,11.1,16.3
1918,6,13.0193,16.1887,13.3,16.4
1918,7,14.1249,16.1547,14.3,16.4
1918,8,13.7087,16.1295,13.8,16.4
1918,9,11.93,15.8947,12,16.2
1918,10,9.4236,15.607,9.3,15.9
1918,11,5.5587,15.5892,5.9,15.8
1918,12,2.6436,15.4278,3.7,15.7
1919,1,1.9079,15.5977,2.8,15.8
1919,2,2.9834,15.7197,3.2,15.9
1919,3,4.3546,15.7443,5,15.9
1919,4,8.102,15.7838,8.1,16
1919,5,10.6162,15.9988,11.1,16.3
1919,6,12.8879,16.073,13.3,16.4
1919,7,14.2452,15.9775,14.3,16.4
1919,8,13.8936,16.015,13.8,16.4
1919,9,12.1198,15.8758,12,16.2
1919,10,9.0918,15.6167,9.3,15.9
1919,11,5.1332,15.4818,5.9,15.8
1919,12,3.1414,15.3478,3.7,15.7
1920,1,3.0469,15.5188,2.8,15.8
1920,2,2.783,15.6592,3.2,15.9
1920,3,5.2779,15.7193,5,15.9
1920,4,7.8487,15.753,8.1,16
1920,5,10.9871,16.1033,11.1,16.3
1920,6,13.0033,16.2221,13.3,16.4
1920,7,14.2992,16.1646,14.3,16.4
1920,8,13.7346,16.0611,13.8,16.4
1920,9,11.7693,15.8318,12,16.2
1920,10,8.9956,15.5554,9.3,15.9
1920,11,5.2895,15.4619,5.9,15.8
1920,12,2.5769,15.3789,3.7,15.7
1921,1,3.5519,15.5685,2.8,15.8
1921,2,3.254,15.6843,3.2,15.9
1921,3,5.1166,15.6752,5,15.9
1921,4,8.2683,15.7898,8.1,16
1921,5,11.1145,16.0914,11.1,16.3
1921,6,13.4707,16.1578,13.3,16.4
1921,7,14.6078,16.2446,14.3,16.4
1921,8,13.675,16.209,13.8,16.4
1921,9,11.8826,16.0458,12,16.2
1921,10,9.3811,15.7947,9.3,15.9
1921,11,5.5216,15.562,5.9,15.8
1921,12,3.9187,15.5144,3.7,15.7
1922,1,2.0949,15.6176,2.8,15.8
1922,2,2.4979,15.7307,3.2,15.9
1922,3,5.0781,15.7303,5,15.9
1922,4,8.1117,15.7864,8.1,16
1922,5,11.0543,16.035,11.1,16.3
1922,6,13.2606,16.1064,13.3,16.4
1922,7,14.2296,16.0639,14.3,16.4
1922,8,13.6881,16.0941,13.8,16.4
1922,9,11.8166,15.8531,12,16.2
1922,10,9.1169,15.5901,9.3,15.9
1922,11,5.8557,15.5115,5.9,15.8
1922,12,3.8437,15.3933,3.7,15.7
1923,1,2.8935,15.52,2.8,15.8
1923,2,2.3663,15.5959,3.2,15.9
1923,3,4.5831,15.6092,5,15.9
1923,4,7.3024,15.7206,8.1,16
1923,5,10.7839,16.0791,11.1,16.3
1923,6,13.2866,16.1101,13.3,16.4
1923,7,14.1848,16.0585,14.3,16.4
1923,8,13.7592,16.0271,13.8,16.4
1923,9,11.9857,15.9202,12,16.2
1923,10,9.5342,15.7146,9.3,15.9
1923,11,6.471,15.7561,5.9,15.8
1923,12,4.0047,15.6758,3.7,15.7
1924,1,2.255,15.7235,2.8,15.8
1924,2,2.9837,15.7987,3.2,15.9
1924,3,4.9799,15.8345,5,15.9
1924,4,7.7261,15.8688,8.1,16
1924,5,10.8395,16.186,11.1,16.3
1924,6,13.2296,16.2086,13.3,16.4
1924,7,14.3117,16.1458,14.3,16.4
1924,8,13.7837,16.1695,13.8,16.4
1924,9,12.0428,15.9726,12,16.2
1924,10,9.3007,15.6801,9.3,15.9
1924,11,6.2847,15.5801,5.9,15.8
1924,12,3.3359,15.4196,3.7,15.7
1925,1,2.6586,15.5602,2.8,15.8
1925,2,2.9359,15.7172,3.2,15.9
1925,3,5.1762,15.7436,5,15.9
1925,4,8.3492,15.8628,8.1,16
1925,5,11.0008,16.1808,11.1,16.3
1925,6,13.1135,16.2276,13.3,16.4
1925,7,14.1836,16.2187,14.3,16.4
1925,8,13.8591,16.2048,13.8,16.4
1925,9,12.2339,16.1224,12,16.2
1925,10,9.2124,15.8403,9.3,15.9
1925,11,6.3224,15.7473,5.9,15.8
1925,12,4.5177,15.7048,3.7,15.7
1926,1,3.757,15.8813,2.8,15.8
1926,2,3.7765,15.9379,3.2,15.9
1926,3,5.6086,15.9029,5,15.9
1926,4,7.7236,16.018,8.1,16
1926,5,10.9837,16.2818,11.1,16.3
1926,6,13.2151,16.3379,13.3,16.4
1926,7,14.1333,16.33,14.3,16.4
1926,8,13.7998,16.3362,13.8,16.4
1926,9,11.9859,16.2256,12,16.2
1926,10,9.4583,15.9229,9.3,15.9
1926,11,6.0688,15.8918,5.9,15.8
1926,12,3.3732,15.7733,3.7,15.7
1927,1,2.4567,15.856,2.8,15.8
1927,2,2.9798,15.8573,3.2,15.9
1927,3,4.5315,15.8642,5,15.9
1927,4,7.8168,15.9111,8.1,16
1927,5,10.9948,16.227,11.1,16.3
1927,6,13.2779,16.2958,13.3,16.4
1927,7,14.5174,16.2882,14.3,16.4
1927,8,13.732,16.3445,13.8,16.4
1927,9,12.3814,16.1561,12,16.2
1927,10,9.8711,15.9226,9.3,15.9
1927,11,5.9948,15.8468,5.9,15.8
1927,12,2.8266,15.7552,3.7,15.7
1928,1,3.1187,15.8734,2.8,15.8
1928,2,3.289,15.8656,3.2,15.9
1928,3,4.418,15.8416,5,15.9
1928,4,7.632,15.895,8.1,16
1928,5,11.1648,16.1887,11.1,16.3
1928,6,13.0158,16.2175,13.3,16.4
1928,7,14.272,16.3071,14.3,16.4
1928,8,13.7591,16.2673,13.8,16.4
1928,9,11.905,16.1361,12,16.2
1928,10,9.3982,15.8105,9.3,15.9
1928,11,6.2555,15.7159,5.9,15.8
1928,12,3.8476,15.5552,3.7,15.7
1929,1,1.5365,15.6516,2.8,15.8
1929,2,1.5572,15.7518,3.2,15.9
1929,3,5.0061,15.7581,5,15.9
1929,4,7.971,15.8612,8.1,16
1929,5,11.0019,16.1586,11.1,16.3
1929,6,13.0923,16.2217,13.3,16.4
1929,7,14.1145,16.2125,14.3,16.4
1929,8,13.8463,16.2993,13.8,16.4
1929,9,11.9425,16.1516,12,16.2
1929,10,9.5596,15.8591,9.3,15.9
1929,11,6.0914,15.7947,5.9,15.8
1929,12,2.1794,15.6842,3.7,15.7
1930,1,2.1729,15.8742,2.8,15.8
1930,2,2.9883,15.8643,3.2,15.9
1930,3,5.5093,15.9156,5,15.9
1930,4,7.9125,15.9851,8.1,16
1930,5,10.9396,16.2169,11.1,16.3
1930,6,13.221,16.3622,13.3,16.4
1930,7,14.4956,16.421,14.3,16.4
1930,8,14.053,16.4603,13.8,16.4
1930,9,11.8445,16.4038,12,16.2
1930,10,9.3431,16.1728,9.3,15.9
1930,11,6.4454,16.0601,5.9,15.8
1930,12,3.8648,15.9093,3.7,15.7
1931,1,2.8174,15.9739,2.8,15.8
1931,2,2.2295,16.0256,3.2,15.9
1931,3,5.0338,16.0562,5,15.9
1931,4,7.8515,16.0531,8.1,16
1931,5,10.8417,16.3557,11.1,16.3
1931,6,13.5774,16.4558,13.3,16.4
1931,7,14.6781,16.3942,14.3,16.4
1931,8,14.1129,16.4212,13.8,16.4
1931,9,12.5114,16.262,12,16.2
1931,10,9.9547,15.9199,9.3,15.9
1931,11,6.1603,15.8097,5.9,15.8
1931,12,3.8774,15.694,3.7,15.7
1932,1,3.9674,15.7998,2.8,15.8
1932,2,2.7221,15.9213,3.2,15.9
