Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Murray,Rob,N,1990,1999,F,73,180,April,4,1967,Canada
Twist,Tony,N,1990,1999,F,73,220,May,9,1968,Canada
Wilkinson,Neil,N,1990,1999,D,75,194,August,15,1967,Canada
Baker,Jamie,N,1990,1999,F,73,195,August,31,1966,Canada
Bureau,Marc,N,1990,2000,F,73,203,May,19,1966,Canada
Chorske,Tom,N,1990,2000,F,73,212,September,18,1966,USA
Chase,Kelly,N,1990,2000,F,71,201,October,25,1967,Canada
Maltais,Steve,N,1990,2001,F,74,205,January,25,1969,Canada
Barrie,Len,N,1990,2001,F,73,200,June,4,1969,Canada
Black,James,N,1990,2001,F,73,202,August,15,1969,Canada
Fiset,Stephane,N,1990,2002,G,73,215,June,17,1970,Canada
Haller,Kevin,N,1990,2002,D,74,199,December,5,1970,Canada
Corkum,Bob,N,1990,2002,F,74,225,December,18,1967,USA
Richter,Mike,N,1990,2003,G,71,185,September,22,1966,USA
Lefebvre,Sylvain,N,1990,2003,D,74,205,October,14,1967,Canada
Baron,Murray,N,1990,2004,D,75,215,June,1,1967,Canada
Ray,Rob,N,1990,2004,F,73,217,June,8,1968,Canada
McKenzie,Jim,N,1990,2004,F,76,230,November,3,1969,Canada
Larionov,Igor,Y,1990,2004,F,69,170,December,3,1960,Russia
Mogilny,Alexander,N,1990,2006,F,73,210,February,18,1969,Russia
Odelein,Lyle,N,1990,2006,D,73,210,July,21,1968,Canada
Cassels,Andrew,N,1990,2006,F,73,185,July,23,1969,Canada
Domi,Tie,N,1990,2006,F,70,213,November,1,1969,Canada
Walz,Wes,N,1990,2008,F,70,189,May,15,1970,Canada
Kolzig,Olaf,N,1990,2009,G,75,224,April,6,1970,South-Africa
Joseph,Curtis,N,1990,2009,G,71,193,April,29,1967,Canada
Modano,Mike,N,1990,2009,F,75,210,June,7,1970,USA
Brind'Amour,Rod,N,1990,2009,F,73,205,August,9,1970,Canada
Blake,Rob,N,1990,2009,D,76,225,December,10,1969,Canada
Major,Bruce,N,1991,1991,F,75,180,January,3,1967,Canada
Vyazmikin,Igor,N,1991,1991,F,73,194,January,8,1966,Russia
Chapman,Brian,N,1991,1991,D,73,195,February,10,1968,Canada
Purves,John,N,1991,1991,F,73,201,February,12,1968,Canada
Kharin,Sergei,N,1991,1991,F,71,180,February,20,1963,Russia
Hayward,Rick,N,1991,1991,D,73,180,February,25,1966,USA
McKay,Ross,N,1991,1991,G,71,175,March,3,1964,Canada
Bissett,Tom,N,1991,1991,F,73,180,March,13,1966,USA
Roberge,Serge,N,1991,1991,F,73,195,March,31,1965,Canada
Gauthier,Luc,N,1991,1991,D,69,195,April,19,1964,Canada
Seftel,Steve,N,1991,1991,F,75,200,May,14,1968,Canada
Brown,Cam,N,1991,1991,F,73,210,May,15,1969,Canada
McKichan,Steve,N,1991,1991,G,71,180,May,29,1967,Canada
Madill,Jeff,N,1991,1991,F,71,195,June,21,1965,Canada
Armstrong,Bill,N,1991,1991,F,74,195,June,25,1966,Canada
Sejba,Jiri,N,1991,1991,F,70,185,July,22,1962,Czech Republic
Maneluk,George,N,1991,1991,G,71,185,July,25,1967,Canada
Srsen,Tomas,N,1991,1991,F,71,180,August,25,1966,Czech Republic
Gagnon,Dave,N,1991,1991,G,73,185,October,31,1967,Canada
Lovsin,Ken,N,1991,1991,D,73,195,December,3,1966,Canada
Savage,Joel,N,1991,1991,F,71,205,December,25,1969,Canada
Gibson,Don,N,1991,1991,D,73,210,December,29,1967,Canada
Baca,Jergus,N,1991,1992,D,74,211,January,4,1965,Slovakia
Lambert,Dan,N,1991,1992,D,68,177,January,12,1970,Canada
Daniels,Kimbi,N,1991,1992,F,70,175,January,19,1972,Canada
Foster,Norm,N,1991,1992,G,69,175,February,10,1965,Canada
DelGuidice,Matt,N,1991,1992,G,69,170,March,5,1967,USA
King,Scott,N,1991,1992,G,73,185,June,25,1967,Canada
Evans,Kevin,N,1991,1992,F,69,185,July,10,1965,Canada
McNeill,Mike,N,1991,1992,F,73,195,July,22,1966,USA
Byce,John,N,1991,1992,F,73,180,August,9,1967,USA
Murray,Pat,N,1991,1992,F,74,185,August,20,1969,Canada
Byram,Shawn,N,1991,1992,F,74,204,September,12,1968,Canada
Richards,Todd,N,1991,1992,D,73,194,October,20,1966,USA
Hostak,Martin,N,1991,1992,F,75,198,November,11,1967,Czech Republic
Barahona,Ralph,N,1991,1992,F,70,180,November,16,1965,USA
Marcinyshyn,Dave,N,1991,1993,D,75,210,February,4,1967,Canada
Miller,Jason,N,1991,1993,F,73,190,March,1,1971,Canada
Lazaro,Jeff,N,1991,1993,F,70,180,March,21,1968,USA
Parks,Greg,N,1991,1993,F,69,180,March,25,1967,Canada
Djoos,Per,N,1991,1993,D,71,176,May,11,1968,Sweden
Breault,Francois,N,1991,1993,F,71,185,May,11,1967,Canada
Littman,David,N,1991,1993,G,73,183,June,13,1967,USA
Simard,Martin,N,1991,1993,F,73,215,June,25,1966,Canada
Babcock,Bobby,N,1991,1993,D,73,222,August,3,1968,Canada
Chapdelaine,Rene,N,1991,1993,D,73,195,September,27,1966,Canada
Stevenson,Shayne,N,1991,1993,F,73,190,October,26,1970,Canada
Lorenz,Danny,N,1991,1993,G,70,187,December,12,1969,Canada
Wilkie,Bob,N,1991,1994,D,74,215,February,11,1969,Canada
Currie,Dan,N,1991,1994,F,74,195,March,15,1968,Canada
Kruppke,Gord,N,1991,1994,D,73,215,April,2,1969,Canada
O'Connor,Myles,N,1991,1994,D,71,190,April,2,1967,Canada
Savage,Reggie,N,1991,1994,F,70,197,May,1,1970,Canada
Haas,David,N,1991,1994,F,74,200,June,23,1968,Canada
Tatarinov,Mikhail,N,1991,1994,D,70,195,July,16,1966,Russia
McDougall,Bill,N,1991,1994,F,73,185,August,10,1966,Canada
Scissons,Scott,N,1991,1994,F,73,201,October,29,1971,Canada
Borsato,Luciano,N,1991,1995,F,71,190,January,7,1966,Canada
Roberge,Mario,N,1991,1995,F,71,193,January,25,1964,Canada
Brown,Greg,N,1991,1995,D,73,185,March,7,1968,USA
Paek,Jim,N,1991,1995,D,73,195,April,7,1967,Korea
Stanton,Paul,N,1991,1995,D,73,195,June,22,1967,USA
Potvin,Marc,N,1991,1996,F,73,200,January,29,1967,Canada
Shuchuk,Gary,N,1991,1996,F,71,190,February,17,1967,Canada
Luongo,Chris,N,1991,1996,D,70,206,March,17,1967,USA
MacLeod,Pat,N,1991,1996,D,71,190,June,15,1969,Canada
Dionne,Gilbert,N,1991,1996,F,73,194,September,19,1970,Canada
Godynyuk,Alexander,N,1991,1997,D,73,207,January,27,1970,Ukraine
Semenov,Anatoli,N,1991,1997,F,74,190,March,5,1962,Russia
Bergeron,Jean-Claude,N,1991,1997,G,74,192,October,14,1968,Canada
Tancill,Chris,N,1991,1998,F,70,185,February,7,1968,USA
Antoski,Shawn,N,1991,1998,F,76,235,March,25,1970,Canada
Vial,Dennis,N,1991,1998,D,73,220,April,10,1969,Canada
Sweeney,Tim,N,1991,1998,F,71,185,April,12,1967,USA
Rice,Steven,N,1991,1998,F,73,217,May,26,1971,Canada
Serowik,Jeff,N,1991,1999,D,73,210,January,10,1967,USA
Chabot,Frederic,N,1991,1999,G,71,187,February,12,1968,Canada
Lebeau,Patrick,N,1991,1999,F,70,172,March,17,1970,Canada
Vaske,Dennis,N,1991,1999,D,74,210,October,11,1967,USA
Garpenlov,Johan,N,1991,2000,F,73,185,March,21,1968,Sweden
Keczmer,Dan,N,1991,2000,D,73,190,May,25,1968,USA
Kruse,Paul,N,1991,2001,F,73,215,March,15,1970,Canada
Gusarov,Alexei,N,1991,2001,D,75,185,July,8,1964,Russia
Picard,Michel,N,1991,2001,F,71,190,November,7,1969,Canada
Kucera,Frantisek,N,1991,2002,D,74,205,February,3,1968,Czech Republic
Skalde,Jarrod,N,1991,2002,F,73,185,February,26,1971,Canada
Kron,Robert,N,1991,2002,F,71,185,February,27,1967,Czech Republic
Rhodes,Damian,N,1991,2002,G,71,195,May,28,1969,USA
Craig,Mike,N,1991,2002,F,73,185,June,6,1971,Canada
Khristich,Dmitri,N,1991,2002,F,74,195,July,23,1969,Ukraine
Emerson,Nelson,N,1991,2002,F,71,180,August,17,1967,Canada
Odjick,Gino,N,1991,2002,F,75,224,September,7,1970,Canada
Ciger,Zdeno,N,1991,2002,F,73,190,October,19,1969,Slovakia
Sutton,Ken,N,1991,2002,D,73,205,November,5,1969,Canada
Greig,Mark,N,1991,2003,F,71,190,January,25,1970,Canada
Sacco,Joe,N,1991,2003,F,73,190,February,4,1969,USA
Daniels,Jeff,N,1991,2003,F,73,200,June,24,1968,Canada
Matteau,Stephane,N,1991,2003,F,76,215,September,2,1969,Canada
Valk,Garry,N,1991,2003,F,73,200,November,27,1967,Canada
Berehowsky,Drake,N,1991,2004,D,74,225,January,3,1972,Canada
Rumble,Darren,N,1991,2004,D,73,200,January,23,1969,Canada
Miller,Kip,N,1991,2004,F,70,190,June,11,1969,USA
Reichel,Robert,N,1991,2004,F,70,180,June,25,1971,Czech Republic
VanAllen,Shaun,N,1991,2004,F,73,205,August,29,1967,Canada
Audette,Donald,N,1991,2004,F,68,190,September,23,1969,Canada
Lapointe,Claude,N,1991,2004,F,69,188,October,11,1968,Canada
Primeau,Keith,N,1991,2006,F,77,220,November,24,1971,Canada
Bondra,Peter,N,1991,2007,F,73,200,February,7,1968,Ukraine
LeClair,John,N,1991,2007,F,75,226,July,5,1969,USA
Ricci,Mike,N,1991,2007,F,73,200,October,27,1971,Canada
Nedved,Petr,N,1991,2007,F,75,196,December,9,1971,Czech Republic
Thornton,Scott,N,1991,2008,F,75,220,January,9,1971,Canada
Hasek,Dominik,N,1991,2008,G,73,166,January,29,1965,Czech Republic
Sanderson,Geoff,N,1991,2008,F,73,190,February,1,1972,Canada
Jagr,Jaromir,N,1991,2008,F,75,240,February,15,1972,Czech Republic
Holik,Bobby,N,1991,2009,F,76,230,January,1,1971,Czech Republic
Brisebois,Patrice,N,1991,2009,D,74,196,January,27,1971,Canada
Nolan,Owen,N,1991,2009,F,73,214,February,12,1972,England
Sundin,Mats,N,1991,2009,F,77,231,February,13,1971,Sweden
Draper,Kris,N,1991,2009,F,70,188,May,24,1971,Canada
Sillinger,Mike,N,1991,2009,F,71,198,June,29,1971,Canada
Fedorov,Sergei,N,1991,2009,F,74,207,December,13,1969,Russia
Williams,Sean,N,1992,1992,F,73,182,January,28,1968,Canada
Cirone,Jason,N,1992,1992,F,69,185,February,21,1971,Canada
Sharples, Warren ,N,1992,1992,G,73,180,March,1,1968,Canada
Robinson,Rob,N,1992,1992,D,73,214,April,19,1967,Canada
Turner,Brad,N,1992,1992,D,74,205,May,25,1968,Canada
Karjalainen,Kyosti,N,1992,1992,F,74,190,June,19,1967,Sweden
Charbonneau,Stephane,N,1992,1992,F,74,195,June,27,1970,Canada
Colman,Michael,N,1992,1992,D,75,225,August,4,1968,USA
Erickson,Chad,N,1992,1992,G,70,175,August,21,1970,USA
Glennon,Matt,N,1992,1992,F,73,185,September,20,1968,USA
Olsen,Darryl,N,1992,1992,D,73,180,October,7,1966,Canada
LeBlanc,Ray,N,1992,1992,G,70,170,October,24,1964,USA
Rymsha,Andy,N,1992,1992,D,75,210,December,10,1968,Canada
Fiorentino,Peter,N,1992,1992,D,73,205,December,22,1968,Canada
Courtenay,Ed,N,1992,1993,F,76,215,February,2,1968,Canada
Mulvenna,Glenn,N,1992,1993,F,71,187,February,18,1967,Canada
Whyte,Sean,N,1992,1993,F,73,198,May,4,1970,Canada
Scremin,Claudio,N,1992,1993,D,74,205,May,28,1968,Canada
Quintin,Jean-Francois,N,1992,1993,F,73,187,May,28,1969,Canada
Ciavaglia,Peter,N,1992,1993,F,70,173,July,15,1969,USA
Hynes,Gord,N,1992,1993,D,73,170,July,22,1966,Canada
Osiecki,Mark,N,1992,1993,D,74,200,July,23,1968,USA
Kravets,Mikhail,N,1992,1993,F,70,195,November,12,1963,Russia
Forslund,Tomas,N,1992,1993,F,71,200,November,24,1968,Sweden
Conroy,Al,N,1992,1994,F,68,170,January,17,1966,Canada
Winnes,Chris,N,1992,1994,F,73,201,February,12,1968,USA
Bennett,Adam,N,1992,1994,D,76,206,March,30,1971,Canada
Goverde,David,N,1992,1994,G,73,210,April,9,1970,Canada
Lindberg,Chris,N,1992,1994,F,73,190,April,16,1967,Canada
Craigwell,Dale,N,1992,1994,F,71,180,April,24,1971,Canada
Day,Joe,N,1992,1994,F,71,180,May,11,1968,USA
Nelson,Todd,N,1992,1994,D,73,201,May,11,1969,Canada
Ahola,Peter,N,1992,1994,D,75,205,May,14,1968,Finland
Schlegel,Brad,N,1992,1994,D,70,188,July,22,1968,Canada
Harkins,Todd,N,1992,1994,F,75,210,October,8,1968,USA
McGill,Ryan,N,1992,1995,D,74,210,February,28,1969,Canada
Boivin,Claude,N,1992,1995,F,74,200,March,1,1970,Canada
Lomakin,Andrei,N,1992,1995,F,70,175,April,3,1964,Russia
Felsner,Denny,N,1992,1995,F,73,195,April,29,1970,USA
Tomlinson,Dave,N,1992,1995,F,71,180,May,8,1969,Canada
Davydov,Evgeny,N,1992,1995,F,73,200,May,27,1967,Russia
Esau,Len,N,1992,1995,D,75,190,June,3,1968,Canada
McCosh,Shawn,N,1992,1995,F,73,197,June,5,1969,Canada
Williams,David,N,1992,1995,D,74,195,August,25,1967,USA
Bozon,Philippe,N,1992,1995,F,70,185,November,30,1966,France
Romaniuk, Russ ,N,1992,1996,F,73,195,June,9,1970,Canada
Conn,Rob,N,1992,1996,F,74,200,September,3,1968,Canada
Dupre,Yanick,N,1992,1996,F,73,189,November,20,1972,Canada
Thompson,Brent,N,1992,1997,D,74,205,January,9,1971,Canada
Semak,Alexander,N,1992,1997,F,70,185,February,11,1966,Russia
Pearson,Rob,N,1992,1997,F,75,198,March,8,1971,Canada
Konstantinov,Vladimir,N,1992,1997,D,71,190,March,19,1967,Russia
Ronan,Ed,N,1992,1997,F,73,197,March,21,1968,USA
DiPietro,Paul,N,1992,1997,F,69,181,September,8,1970,Canada
O'Neill,Mike,N,1992,1997,G,67,155,November,3,1967,Canada
Christian,Jeff,N,1992,1998,F,74,210,July,30,1970,Canada
Kordic,Dan,N,1992,1999,F,77,234,April,18,1971,Canada
Falloon,Pat,N,1992,2000,F,71,190,September,22,1972,Canada
Hebert,Guy,N,1992,2001,G,71,186,January,7,1967,USA
Roussel,Dominic,N,1992,2001,G,73,200,February,22,1970,Canada
Ciccone,Enrico,N,1992,2001,D,77,220,April,10,1970,Canada
Belanger,Jesse,N,1992,2001,F,73,190,June,15,1969,Canada
Zelepukin,Valeri,N,1992,2001,F,73,200,September,17,1968,Russia
Beranek,Josef,N,1992,2001,F,74,195,October,25,1969,Czech Republic
Mironov,Dmitri,N,1992,2001,D,76,224,December,25,1965,Russia
Nemchinov,Sergei,N,1992,2002,F,73,205,January,14,1964,Russia
Sullivan,Mike,N,1992,2002,F,74,204,February,27,1968,USA
Kamensky,Valeri,N,1992,2002,F,74,198,April,18,1966,Russia
Poulin,Patrick,N,1992,2002,F,73,216,April,23,1973,Canada
Flaherty,Wade,N,1992,2003,G,73,171,January,11,1968,Canada
Heinze,Steve,N,1992,2003,F,71,202,January,30,1970,USA
Vujtek,Vladimir,N,1992,2003,F,74,200,February,17,1972,Czech Republic
DeBrusk,Louie,N,1992,2003,F,74,238,March,19,1971,Canada
Bure,Pavel,N,1992,2003,F,70,189,March,31,1971,Russia
Manderville,Kent,N,1992,2003,F,75,200,April,12,1971,Canada
Karpa,Dave,N,1992,2003,D,73,210,May,7,1971,Canada
Odgers,Jeff,N,1992,2003,F,71,200,May,31,1969,Canada
McInnis,Marty,N,1992,2003,F,71,187,June,2,1970,USA
Kravchuk,Igor,N,1992,2003,D,73,218,September,13,1966,Russia
Juneau,Joe,N,1992,2004,F,73,195,January,5,1968,Canada
Klatt,Trent,N,1992,2004,F,73,210,January,30,1971,USA
Irbe,Arturs,N,1992,2004,G,68,190,February,2,1967,Latvia
Kidd,Trevor,N,1992,2004,G,74,213,March,26,1972,Canada
Donato,Ted,N,1992,2004,F,70,180,April,28,1969,USA
Cummins,Jim,N,1992,2004,F,74,212,May,17,1970,USA
Lindsay,Bill,N,1992,2004,F,73,195,May,17,1971,Canada
Simpson,Reid,N,1992,2004,F,74,216,May,21,1969,Canada
Potvin,Felix,N,1992,2004,G,73,190,June,23,1971,Canada
Eastwood,Mike,N,1992,2004,F,75,216,July,1,1967,Canada
Dykhuis,Karl,N,1992,2004,D,75,209,July,8,1972,Canada
Zamuner,Rob,N,1992,2004,F,75,203,September,17,1969,Canada
Lachance,Scott,N,1992,2004,D,73,215,October,22,1972,USA
Marshall,Jason,N,1992,2006,D,74,200,February,22,1971,Canada
McEachern,Shawn,N,1992,2006,F,71,200,February,28,1969,USA
Woolley,Jason,N,1992,2006,D,73,203,July,27,1969,Canada
Ulanov,Igor,N,1992,2006,D,75,220,October,1,1969,Russia
Konowalchuk,Steve,N,1992,2006,F,73,207,November,11,1972,USA
Amonte,Tony,N,1992,2007,F,73,200,August,2,1970,USA
Klemm,Jon,N,1992,2008,D,74,205,January,8,1970,Canada
Carney,Keith,N,1992,2008,D,73,207,February,3,1970,USA
Rucinsky,Martin,N,1992,2008,F,73,205,March,11,1971,Czech Republic
Hatcher,Derian,N,1992,2008,D,77,235,June,4,1972,USA
Stumpel,Jozef,N,1992,2008,F,75,222,July,20,1972,Slovakia
Lapointe,Martin,N,1992,2008,F,71,215,September,12,1973,Canada
Murray,Glen,N,1992,2008,F,75,218,November,1,1972,Canada
Barnes,Stu,N,1992,2008,F,71,182,December,25,1970,Canada
Dowd,Jim,N,1992,2008,F,73,180,December,25,1968,USA
Weight,Doug,N,1992,2009,F,71,196,January,21,1971,USA
Tkachuk,Keith,N,1992,2009,F,74,232,March,28,1972,USA
Lidstrom,Nicklas,N,1992,2009,D,73,189,April,28,1970,Sweden
Kozlov,Vyacheslav,N,1992,2009,F,70,190,May,3,1972,Russia
Brodeur,Martin,N,1992,2009,G,74,215,May,6,1972,Canada
Whitney,Ray,N,1992,2009,F,70,180,May,8,1972,Canada
Sydor,Darryl,N,1992,2009,D,73,211,May,13,1972,Canada
McAmmond,Dean,N,1992,2009,F,71,195,June,15,1973,Canada
Foote,Adam,N,1992,2009,D,74,226,July,10,1971,Canada
Hedican,Bret,N,1992,2009,D,74,210,August,10,1970,USA
Niedermayer,Scott,N,1992,2009,D,73,200,August,31,1973,Canada
Guerin,Bill,N,1992,2009,F,74,220,November,9,1970,USA
May,Brad,N,1992,2009,F,73,218,November,29,1971,Canada
Young,C.J.,N,1993,1993,F,70,180,January,1,1968,USA
Rivers,Shawn,N,1993,1993,D,70,185,January,30,1971,Canada
St.Amour,Martin,N,1993,1993,F,75,194,January,30,1970,Canada
Williams,Darryl,N,1993,1993,F,71,185,February,9,1968,Canada
Tepper,Stephen,N,1993,1993,F,76,215,March,10,1969,USA
Mitchell,Roy,N,1993,1993,D,73,199,March,14,1969,Canada
Chervyakov,Denis,N,1993,1993,D,73,185,April,20,1970,Russia
Sullivan,Brian,N,1993,1993,F,76,195,April,23,1969,USA
Jelinek,Tomas,N,1993,1993,F,69,189,April,29,1962,Czech Republic
Beaufait,Mark,N,1993,1993,F,69,170,May,13,1970,USA
Cimellaro,Tony,N,1993,1993,F,71,180,June,14,1971,Canada
Andrievski,Alexander,N,1993,1993,F,77,211,August,10,1968,Belarus
D'Alessio,Corrie,N,1993,1993,G,71,155,September,9,1969,Canada
Semchuk,Brandy,N,1993,1993,F,73,185,September,22,1971,Canada
Ratushny,Dan,N,1993,1993,D,73,205,October,29,1970,Canada
Heaphy,Shawn,N,1993,1993,F,68,180,November,27,1968,Canada
Ruff,Jason,N,1993,1994,F,74,192,January,27,1970,Canada
Knickle,Rick,N,1993,1994,G,70,175,February,26,1960,Canada
Banks,Darren,N,1993,1994,F,74,215,March,18,1966,Canada
Kvartalnov,Dmitri,N,1993,1994,F,71,180,March,25,1966,Russia
Needham,Mike,N,1993,1994,F,70,185,April,4,1970,Canada
Loach,Lonnie,N,1993,1994,F,70,181,April,14,1968,Canada
Barrault,Doug,N,1993,1994,F,74,205,April,21,1970,Canada
Fedotov,Anatoli,N,1993,1994,D,71,178,May,11,1966,Russia
Hiller,Jim,N,1993,1994,F,73,190,May,15,1969,Canada
Hamr,Radek,N,1993,1994,D,71,175,June,15,1974,Czech Republic
Sjodin,Tommy,N,1993,1994,D,71,190,August,13,1965,Sweden
Andersson,Peter,N,1993,1994,D,73,196,August,29,1965,Sweden
Miehm,Kevin,N,1993,1994,F,74,200,September,10,1969,Canada
Lenarduzzi,Mike,N,1993,1994,G,73,165,September,14,1972,Canada
Otevrel,Jaroslav,N,1993,1994,F,75,215,September,16,1968,Czech Republic
Faust,Andre,N,1993,1994,F,71,191,October,7,1969,Canada
Leveque,Guy,N,1993,1994,F,71,180,December,28,1972,Canada
MacDonald,Doug,N,1993,1995,F,73,192,February,8,1969,Canada
Madeley,Darrin,N,1993,1995,G,71,170,February,25,1968,Canada
Messier,Joby,N,1993,1995,D,73,200,March,2,1970,Canada
Gordiouk,Viktor,N,1993,1995,F,70,176,April,11,1970,Russia
Richer,Stephane,N,1993,1995,D,71,190,April,28,1966,Canada
Hankinson,Ben,N,1993,1995,F,74,210,May,1,1969,USA
McKim,Andrew,N,1993,1995,F,68,175,July,6,1970,Canada
Karamnov,Vitali,N,1993,1995,F,74,185,July,6,1968,Russia
Prokhorov,Vitali,N,1993,1995,F,69,185,December,25,1966,Russia
Borschevsky,Nikolai,N,1993,1996,F,69,180,January,12,1965,Russia
Gaudreau,Rob,N,1993,1996,F,71,185,January,20,1970,USA
Carnback,Patrik,N,1993,1996,F,73,187,February,1,1968,Sweden
Blue,John,N,1993,1996,G,70,185,February,19,1966,USA
Bautin,Sergei,N,1993,1996,D,75,200,March,11,1967,Belarus
Laperriere,Daniel,N,1993,1996,D,73,195,March,28,1969,Canada
King,Steven,N,1993,1996,F,73,195,July,22,1969,USA
Tichy,Milan,N,1993,1996,D,75,198,September,22,1969,Czech Republic
Panteleev,Grigori,N,1993,1996,F,69,190,November,13,1972,Russia
Pederson,Tom,N,1993,1997,D,69,175,January,14,1970,USA
Lipuma,Chris,N,1993,1997,D,73,183,March,23,1971,USA
Soderstrom,Tommy,N,1993,1997,G,67,157,July,17,1969,Sweden
Bales,Mike,N,1993,1997,G,73,200,August,6,1971,Canada
Khmylev,Yuri,N,1993,1997,F,73,189,August,9,1964,Russia
Fraser,Iain,N,1993,1997,F,70,175,August,10,1969,Canada
Levins,Scott,N,1993,1998,F,76,210,January,30,1970,USA
Wood,Dody,N,1993,1998,F,73,200,March,18,1972,Canada
Bowen,Jason,N,1993,1998,D,76,220,November,9,1973,Canada
Nieckar,Barry,N,1993,1998,F,75,205,December,16,1967,Canada
Trefilov,Andrei,N,1993,1999,G,73,190,August,31,1969,Russia
Daniels,Scott,N,1993,1999,F,75,215,September,19,1969,Canada
Charron,Eric,N,1993,2000,D,75,195,January,14,1970,Canada
Butsayev,Viacheslav,N,1993,2000,F,74,228,June,13,1970,Russia
Huard,Bill,N,1993,2000,F,73,215,June,24,1967,Canada
Hurlbut,Mike,N,1993,2000,D,74,206,October,7,1966,USA
Zmolek,Doug,N,1993,2000,D,74,222,November,3,1970,USA
Drulia,Stan,N,1993,2001,F,71,190,January,5,1968,USA
Emma,David,N,1993,2001,F,70,185,January,14,1969,USA
Thomas,Scott,N,1993,2001,F,74,200,January,18,1970,USA
Werenka,Brad,N,1993,2001,D,73,221,February,12,1969,Canada
Atcheynum,Blair,N,1993,2001,F,74,198,April,20,1969,Canada
Andersson,Niklas,N,1993,2001,F,69,180,May,20,1971,Sweden
Kovalenko,Andrei,N,1993,2001,F,70,200,June,7,1970,Russia
Petrovicky,Robert,N,1993,2001,F,71,172,October,26,1973,Slovakia
Jones,Keith,N,1993,2001,F,74,200,November,8,1968,Canada
Dahl,Kevin,N,1993,2001,D,71,190,December,30,1968,Canada
Eakins,Dallas,N,1993,2002,D,74,195,February,27,1967,USA
Krivokrasov,Sergei,N,1993,2002,F,71,185,April,15,1974,Russia
Bancroft,Steve,N,1993,2002,D,73,214,October,6,1970,Canada
Smehlik,Richard,N,1993,2003,D,76,222,January,23,1970,Czech Republic
Podein,Shjon,N,1993,2003,F,74,200,March,5,1968,USA
Petrov,Oleg,N,1993,2003,F,69,172,April,18,1971,Russia
Kjellberg,Patric,N,1993,2003,F,74,210,June,17,1969,Sweden
Hirsch,Corey,N,1993,2003,G,70,175,August,10,1972,Canada
Ward,Dixon,N,1993,2003,F,73,200,September,23,1968,Canada
Yushkevich,Dmitry,N,1993,2003,D,71,208,November,19,1971,Russia
Pellerin,Scott,N,1993,2004,F,71,190,January,9,1970,Canada
Dafoe,Byron,N,1993,2004,G,71,200,February,25,1971,England
Korolev,Igor,N,1993,2004,F,73,190,September,6,1970,Russia
Zholtok,Sergei,N,1993,2004,F,74,197,December,2,1972,Latvia
Wright,Tyler,N,1993,2006,F,73,190,April,6,1973,Canada
Stevenson,Turner,N,1993,2006,F,75,220,May,18,1972,Canada
Slegr,Jiri,N,1993,2006,D,73,210,May,30,1971,Czech Republic
Malakhov,Vladimir,N,1993,2006,D,76,230,August,30,1968,Russia
Zhamnov, Alexei ,N,1993,2006,F,73,204,October,1,1970,Russia
Matvichuk,Richard,N,1993,2007,D,75,215,February,5,1973,Canada
Lindros,Eric,N,1993,2007,F,76,240,February,28,1973,Canada
Barnaby,Matthew,N,1993,2007,F,73,189,May,4,1973,Canada
York,Jason,N,1993,2007,D,73,208,May,20,1970,Canada
Kasparaitis,Darius,N,1993,2007,D,71,215,October,16,1972,Lithuania
Green,Travis,N,1993,2007,F,73,204,December,20,1970,Canada
Simon,Chris,N,1993,2008,F,75,233,January,30,1972,Canada
Drake,Dallas,N,1993,2008,F,73,186,February,4,1969,Canada
Hill,Sean,N,1993,2008,D,73,204,February,14,1970,USA
Ozolinsh,Sandis,N,1993,2008,D,75,215,August,3,1972,Latvia
Straka,Martin,N,1993,2008,F,69,180,September,3,1972,Czech Republic
Zhitnik,Alexei,N,1993,2008,D,71,225,October,10,1972,Ukraine
Smolinski,Bryan,N,1993,2008,F,73,203,December,27,1971,USA
Kovalev,Alexei,N,1993,2009,F,73,224,February,24,1973,Russia
Boucher,Philippe,N,1993,2009,D,75,218,March,24,1973,Canada
Hamrlik,Roman,N,1993,2009,D,74,215,April,12,1974,Czech Republic
Selanne,Teemu,N,1993,2009,F,73,204,July,3,1970,Finland
Zubov,Sergei,N,1993,2009,D,73,198,July,22,1970,Russia
Nylander,Michael,N,1993,2009,F,73,195,October,3,1972,Sweden
Lang,Robert,N,1993,2009,F,75,216,December,19,1970,Czech Republic
Zavisha,Brad,N,1994,1994,F,74,205,January,4,1972,Canada
Hocking,Justin,N,1994,1994,D,76,215,January,9,1974,Canada
Vallis,Lindsay,N,1994,1994,D,75,207,January,12,1971,Canada
McKay,Scott,N,1994,1994,F,71,200,January,26,1972,Canada
Martini,Darcy,N,1994,1994,D,76,220,January,30,1969,Canada
Bets,Maxim,N,1994,1994,F,73,185,January,31,1974,Russia
Struch,David,N,1994,1994,F,70,180,February,11,1971,Canada
Karabin,Ladislav,N,1994,1994,F,73,189,February,16,1970,Slovakia
